ticker,event_ticker,series_ticker,title,strike_value,target_date,city,last_price,volume,status,result,implied_prob,actual_outcome
HIGHDAL-05MAR26-T62,HIGHDAL-05MAR26,KXHIGHDAL,High temp in DAL on 2026-03-05 >= 62°F,62,2026-03-05,DAL,12,2203,settled,no,0.12,0
HIGHDAL-05MAR26-T68,HIGHDAL-05MAR26,KXHIGHDAL,High temp in DAL on 2026-03-05 >= 68°F,68,2026-03-05,DAL,41,3628,settled,no,0.41,0
HIGHDAL-06FEB26-T40,HIGHDAL-06FEB26,KXHIGHDAL,High temp in DAL on 2026-02-06 >= 40°F,40,2026-02-06,DAL,90,3124,settled,yes,0.9,1
HIGHDAL-06FEB26-T44,HIGHDAL-06FEB26,KXHIGHDAL,High temp in DAL on 2026-02-06 >= 44°F,44,2026-02-06,DAL,64,1120,settled,yes,0.64,1
HIGHDAL-06FEB26-T50,HIGHDAL-06FEB26,KXHIGHDAL,High temp in DAL on 2026-02-06 >= 50°F,50,2026-02-06,DAL,18,3000,settled,no,0.18,0
HIGHDAL-06FEB26-T54,HIGHDAL-06FEB26,KXHIGHDAL,High temp in DAL on 2026-02-06 >= 54°F,54,2026-02-06,DAL,44,2789,settled,no,0.44,0
HIGHDAL-06FEB26-T60,HIGHDAL-06FEB26,KXHIGHDAL,High temp in DAL on 2026-02-06 >= 60°F,60,2026-02-06,DAL,30,3231,settled,no,0.3,0
HIGHDAL-06JAN26-T36,HIGHDAL-06JAN26,KXHIGHDAL,High temp in DAL on 2026-01-06 >= 36°F,36,2026-01-06,DAL,95,3923,settled,yes,0.95,1
HIGHDAL-06JAN26-T41,HIGHDAL-06JAN26,KXHIGHDAL,High temp in DAL on 2026-01-06 >= 41°F,41,2026-01-06,DAL,80,1268,settled,yes,0.8,1
HIGHDAL-06JAN26-T46,HIGHDAL-06JAN26,KXHIGHDAL,High temp in DAL on 2026-01-06 >= 46°F,46,2026-01-06,DAL,29,1750,settled,no,0.29,0
HIGHDAL-06JAN26-T51,HIGHDAL-06JAN26,KXHIGHDAL,High temp in DAL on 2026-01-06 >= 51°F,51,2026-01-06,DAL,14,2021,settled,no,0.14,0
HIGHDAL-06JAN26-T56,HIGHDAL-06JAN26,KXHIGHDAL,High temp in DAL on 2026-01-06 >= 56°F,56,2026-01-06,DAL,52,3878,settled,no,0.52,0
HIGHDAL-06MAR26-T48,HIGHDAL-06MAR26,KXHIGHDAL,High temp in DAL on 2026-03-06 >= 48°F,48,2026-03-06,DAL,82,475,settled,yes,0.82,1
HIGHDAL-06MAR26-T52,HIGHDAL-06MAR26,KXHIGHDAL,High temp in DAL on 2026-03-06 >= 52°F,52,2026-03-06,DAL,99,4788,settled,yes,0.99,1
HIGHDAL-06MAR26-T58,HIGHDAL-06MAR26,KXHIGHDAL,High temp in DAL on 2026-03-06 >= 58°F,58,2026-03-06,DAL,87,1604,settled,yes,0.87,1
HIGHDAL-06MAR26-T62,HIGHDAL-06MAR26,KXHIGHDAL,High temp in DAL on 2026-03-06 >= 62°F,62,2026-03-06,DAL,90,3131,settled,yes,0.9,1
HIGHDAL-06MAR26-T68,HIGHDAL-06MAR26,KXHIGHDAL,High temp in DAL on 2026-03-06 >= 68°F,68,2026-03-06,DAL,98,4471,settled,yes,0.98,1
HIGHDAL-07FEB26-T40,HIGHDAL-07FEB26,KXHIGHDAL,High temp in DAL on 2026-02-07 >= 40°F,40,2026-02-07,DAL,80,198,settled,yes,0.8,1
HIGHDAL-07FEB26-T44,HIGHDAL-07FEB26,KXHIGHDAL,High temp in DAL on 2026-02-07 >= 44°F,44,2026-02-07,DAL,91,2490,settled,yes,0.91,1
HIGHDAL-07FEB26-T50,HIGHDAL-07FEB26,KXHIGHDAL,High temp in DAL on 2026-02-07 >= 50°F,50,2026-02-07,DAL,82,4850,settled,yes,0.82,1
HIGHDAL-07FEB26-T54,HIGHDAL-07FEB26,KXHIGHDAL,High temp in DAL on 2026-02-07 >= 54°F,54,2026-02-07,DAL,12,490,settled,no,0.12,0
HIGHDAL-07FEB26-T60,HIGHDAL-07FEB26,KXHIGHDAL,High temp in DAL on 2026-02-07 >= 60°F,60,2026-02-07,DAL,41,3905,settled,no,0.41,0
HIGHDAL-07JAN26-T36,HIGHDAL-07JAN26,KXHIGHDAL,High temp in DAL on 2026-01-07 >= 36°F,36,2026-01-07,DAL,62,904,settled,yes,0.62,1
HIGHDAL-07JAN26-T41,HIGHDAL-07JAN26,KXHIGHDAL,High temp in DAL on 2026-01-07 >= 41°F,41,2026-01-07,DAL,53,1149,settled,no,0.53,0
HIGHDAL-07JAN26-T46,HIGHDAL-07JAN26,KXHIGHDAL,High temp in DAL on 2026-01-07 >= 46°F,46,2026-01-07,DAL,23,3800,settled,no,0.23,0
HIGHDAL-07JAN26-T51,HIGHDAL-07JAN26,KXHIGHDAL,High temp in DAL on 2026-01-07 >= 51°F,51,2026-01-07,DAL,34,4602,settled,no,0.34,0
HIGHDAL-07JAN26-T56,HIGHDAL-07JAN26,KXHIGHDAL,High temp in DAL on 2026-01-07 >= 56°F,56,2026-01-07,DAL,34,1690,settled,no,0.34,0
HIGHDAL-07MAR26-T48,HIGHDAL-07MAR26,KXHIGHDAL,High temp in DAL on 2026-03-07 >= 48°F,48,2026-03-07,DAL,98,445,settled,yes,0.98,1
HIGHDAL-07MAR26-T52,HIGHDAL-07MAR26,KXHIGHDAL,High temp in DAL on 2026-03-07 >= 52°F,52,2026-03-07,DAL,62,2262,settled,yes,0.62,1
HIGHDAL-07MAR26-T58,HIGHDAL-07MAR26,KXHIGHDAL,High temp in DAL on 2026-03-07 >= 58°F,58,2026-03-07,DAL,69,353,settled,yes,0.69,1
HIGHDAL-07MAR26-T62,HIGHDAL-07MAR26,KXHIGHDAL,High temp in DAL on 2026-03-07 >= 62°F,62,2026-03-07,DAL,1,1079,settled,no,0.01,0
HIGHDAL-07MAR26-T68,HIGHDAL-07MAR26,KXHIGHDAL,High temp in DAL on 2026-03-07 >= 68°F,68,2026-03-07,DAL,57,1598,settled,no,0.57,0
HIGHDAL-08FEB26-T40,HIGHDAL-08FEB26,KXHIGHDAL,High temp in DAL on 2026-02-08 >= 40°F,40,2026-02-08,DAL,99,835,settled,yes,0.99,1
HIGHDAL-08FEB26-T44,HIGHDAL-08FEB26,KXHIGHDAL,High temp in DAL on 2026-02-08 >= 44°F,44,2026-02-08,DAL,91,2936,settled,yes,0.91,1
HIGHDAL-08FEB26-T50,HIGHDAL-08FEB26,KXHIGHDAL,High temp in DAL on 2026-02-08 >= 50°F,50,2026-02-08,DAL,84,3010,settled,yes,0.84,1
HIGHDAL-08FEB26-T54,HIGHDAL-08FEB26,KXHIGHDAL,High temp in DAL on 2026-02-08 >= 54°F,54,2026-02-08,DAL,89,2094,settled,yes,0.89,1
HIGHDAL-08FEB26-T60,HIGHDAL-08FEB26,KXHIGHDAL,High temp in DAL on 2026-02-08 >= 60°F,60,2026-02-08,DAL,83,3412,settled,yes,0.83,1
HIGHDAL-08JAN26-T36,HIGHDAL-08JAN26,KXHIGHDAL,High temp in DAL on 2026-01-08 >= 36°F,36,2026-01-08,DAL,74,1901,settled,yes,0.74,1
HIGHDAL-08JAN26-T41,HIGHDAL-08JAN26,KXHIGHDAL,High temp in DAL on 2026-01-08 >= 41°F,41,2026-01-08,DAL,70,3728,settled,yes,0.7,1
HIGHDAL-08JAN26-T46,HIGHDAL-08JAN26,KXHIGHDAL,High temp in DAL on 2026-01-08 >= 46°F,46,2026-01-08,DAL,99,1390,settled,yes,0.99,1
HIGHDAL-08JAN26-T51,HIGHDAL-08JAN26,KXHIGHDAL,High temp in DAL on 2026-01-08 >= 51°F,51,2026-01-08,DAL,30,1906,settled,no,0.3,0
HIGHDAL-08JAN26-T56,HIGHDAL-08JAN26,KXHIGHDAL,High temp in DAL on 2026-01-08 >= 56°F,56,2026-01-08,DAL,49,4943,settled,no,0.49,0
HIGHDAL-08MAR26-T48,HIGHDAL-08MAR26,KXHIGHDAL,High temp in DAL on 2026-03-08 >= 48°F,48,2026-03-08,DAL,90,3074,settled,yes,0.9,1
HIGHDAL-08MAR26-T52,HIGHDAL-08MAR26,KXHIGHDAL,High temp in DAL on 2026-03-08 >= 52°F,52,2026-03-08,DAL,74,4843,settled,yes,0.74,1
HIGHDAL-08MAR26-T58,HIGHDAL-08MAR26,KXHIGHDAL,High temp in DAL on 2026-03-08 >= 58°F,58,2026-03-08,DAL,90,4001,settled,yes,0.9,1
HIGHDAL-08MAR26-T62,HIGHDAL-08MAR26,KXHIGHDAL,High temp in DAL on 2026-03-08 >= 62°F,62,2026-03-08,DAL,37,2062,settled,no,0.37,0
HIGHDAL-08MAR26-T68,HIGHDAL-08MAR26,KXHIGHDAL,High temp in DAL on 2026-03-08 >= 68°F,68,2026-03-08,DAL,26,4705,settled,no,0.26,0
HIGHDAL-09FEB26-T40,HIGHDAL-09FEB26,KXHIGHDAL,High temp in DAL on 2026-02-09 >= 40°F,40,2026-02-09,DAL,99,600,settled,yes,0.99,1
HIGHDAL-09FEB26-T44,HIGHDAL-09FEB26,KXHIGHDAL,High temp in DAL on 2026-02-09 >= 44°F,44,2026-02-09,DAL,96,2022,settled,yes,0.96,1
HIGHDAL-09FEB26-T50,HIGHDAL-09FEB26,KXHIGHDAL,High temp in DAL on 2026-02-09 >= 50°F,50,2026-02-09,DAL,19,3438,settled,no,0.19,0
HIGHDAL-09FEB26-T54,HIGHDAL-09FEB26,KXHIGHDAL,High temp in DAL on 2026-02-09 >= 54°F,54,2026-02-09,DAL,6,2568,settled,no,0.06,0
HIGHDAL-09FEB26-T60,HIGHDAL-09FEB26,KXHIGHDAL,High temp in DAL on 2026-02-09 >= 60°F,60,2026-02-09,DAL,12,4972,settled,no,0.12,0
HIGHDAL-09JAN26-T36,HIGHDAL-09JAN26,KXHIGHDAL,High temp in DAL on 2026-01-09 >= 36°F,36,2026-01-09,DAL,41,1674,settled,no,0.41,0
HIGHDAL-09JAN26-T41,HIGHDAL-09JAN26,KXHIGHDAL,High temp in DAL on 2026-01-09 >= 41°F,41,2026-01-09,DAL,34,2121,settled,no,0.34,0
HIGHDAL-09JAN26-T46,HIGHDAL-09JAN26,KXHIGHDAL,High temp in DAL on 2026-01-09 >= 46°F,46,2026-01-09,DAL,61,2380,settled,no,0.61,0
HIGHDAL-09JAN26-T51,HIGHDAL-09JAN26,KXHIGHDAL,High temp in DAL on 2026-01-09 >= 51°F,51,2026-01-09,DAL,49,1942,settled,no,0.49,0
HIGHDAL-09JAN26-T56,HIGHDAL-09JAN26,KXHIGHDAL,High temp in DAL on 2026-01-09 >= 56°F,56,2026-01-09,DAL,59,490,settled,no,0.59,0
HIGHDAL-09MAR26-T48,HIGHDAL-09MAR26,KXHIGHDAL,High temp in DAL on 2026-03-09 >= 48°F,48,2026-03-09,DAL,66,1967,settled,yes,0.66,1
HIGHDAL-09MAR26-T52,HIGHDAL-09MAR26,KXHIGHDAL,High temp in DAL on 2026-03-09 >= 52°F,52,2026-03-09,DAL,57,566,settled,yes,0.57,1
HIGHDAL-09MAR26-T58,HIGHDAL-09MAR26,KXHIGHDAL,High temp in DAL on 2026-03-09 >= 58°F,58,2026-03-09,DAL,39,1436,settled,no,0.39,0
HIGHDAL-09MAR26-T62,HIGHDAL-09MAR26,KXHIGHDAL,High temp in DAL on 2026-03-09 >= 62°F,62,2026-03-09,DAL,13,4698,settled,no,0.13,0
HIGHDAL-09MAR26-T68,HIGHDAL-09MAR26,KXHIGHDAL,High temp in DAL on 2026-03-09 >= 68°F,68,2026-03-09,DAL,32,4349,settled,no,0.32,0
HIGHDAL-10FEB26-T40,HIGHDAL-10FEB26,KXHIGHDAL,High temp in DAL on 2026-02-10 >= 40°F,40,2026-02-10,DAL,97,4327,settled,yes,0.97,1
HIGHDAL-10FEB26-T44,HIGHDAL-10FEB26,KXHIGHDAL,High temp in DAL on 2026-02-10 >= 44°F,44,2026-02-10,DAL,73,2147,settled,yes,0.73,1
HIGHDAL-10FEB26-T50,HIGHDAL-10FEB26,KXHIGHDAL,High temp in DAL on 2026-02-10 >= 50°F,50,2026-02-10,DAL,92,213,settled,yes,0.92,1
HIGHDAL-10FEB26-T54,HIGHDAL-10FEB26,KXHIGHDAL,High temp in DAL on 2026-02-10 >= 54°F,54,2026-02-10,DAL,95,1161,settled,yes,0.95,1
HIGHDAL-10FEB26-T60,HIGHDAL-10FEB26,KXHIGHDAL,High temp in DAL on 2026-02-10 >= 60°F,60,2026-02-10,DAL,23,4926,settled,no,0.23,0
HIGHDAL-10JAN26-T36,HIGHDAL-10JAN26,KXHIGHDAL,High temp in DAL on 2026-01-10 >= 36°F,36,2026-01-10,DAL,76,1104,settled,yes,0.76,1
HIGHDAL-10JAN26-T41,HIGHDAL-10JAN26,KXHIGHDAL,High temp in DAL on 2026-01-10 >= 41°F,41,2026-01-10,DAL,73,1008,settled,yes,0.73,1
HIGHDAL-10JAN26-T46,HIGHDAL-10JAN26,KXHIGHDAL,High temp in DAL on 2026-01-10 >= 46°F,46,2026-01-10,DAL,49,2257,settled,no,0.49,0
HIGHDAL-10JAN26-T51,HIGHDAL-10JAN26,KXHIGHDAL,High temp in DAL on 2026-01-10 >= 51°F,51,2026-01-10,DAL,33,281,settled,no,0.33,0
HIGHDAL-10JAN26-T56,HIGHDAL-10JAN26,KXHIGHDAL,High temp in DAL on 2026-01-10 >= 56°F,56,2026-01-10,DAL,39,2791,settled,no,0.39,0
HIGHDAL-10MAR26-T48,HIGHDAL-10MAR26,KXHIGHDAL,High temp in DAL on 2026-03-10 >= 48°F,48,2026-03-10,DAL,91,167,settled,yes,0.91,1
HIGHDAL-10MAR26-T52,HIGHDAL-10MAR26,KXHIGHDAL,High temp in DAL on 2026-03-10 >= 52°F,52,2026-03-10,DAL,95,2501,settled,yes,0.95,1
HIGHDAL-10MAR26-T58,HIGHDAL-10MAR26,KXHIGHDAL,High temp in DAL on 2026-03-10 >= 58°F,58,2026-03-10,DAL,78,1016,settled,yes,0.78,1
HIGHDAL-10MAR26-T62,HIGHDAL-10MAR26,KXHIGHDAL,High temp in DAL on 2026-03-10 >= 62°F,62,2026-03-10,DAL,71,1964,settled,yes,0.71,1
HIGHDAL-10MAR26-T68,HIGHDAL-10MAR26,KXHIGHDAL,High temp in DAL on 2026-03-10 >= 68°F,68,2026-03-10,DAL,49,4532,settled,no,0.49,0
HIGHDAL-11FEB26-T40,HIGHDAL-11FEB26,KXHIGHDAL,High temp in DAL on 2026-02-11 >= 40°F,40,2026-02-11,DAL,93,1843,settled,yes,0.93,1
HIGHDAL-11FEB26-T44,HIGHDAL-11FEB26,KXHIGHDAL,High temp in DAL on 2026-02-11 >= 44°F,44,2026-02-11,DAL,99,1009,settled,yes,0.99,1
HIGHDAL-11FEB26-T50,HIGHDAL-11FEB26,KXHIGHDAL,High temp in DAL on 2026-02-11 >= 50°F,50,2026-02-11,DAL,97,3425,settled,yes,0.97,1
HIGHDAL-11FEB26-T54,HIGHDAL-11FEB26,KXHIGHDAL,High temp in DAL on 2026-02-11 >= 54°F,54,2026-02-11,DAL,80,3087,settled,yes,0.8,1
HIGHDAL-11FEB26-T60,HIGHDAL-11FEB26,KXHIGHDAL,High temp in DAL on 2026-02-11 >= 60°F,60,2026-02-11,DAL,19,2336,settled,no,0.19,0
HIGHDAL-11JAN26-T36,HIGHDAL-11JAN26,KXHIGHDAL,High temp in DAL on 2026-01-11 >= 36°F,36,2026-01-11,DAL,89,941,settled,yes,0.89,1
HIGHDAL-11JAN26-T41,HIGHDAL-11JAN26,KXHIGHDAL,High temp in DAL on 2026-01-11 >= 41°F,41,2026-01-11,DAL,79,4097,settled,yes,0.79,1
HIGHDAL-11JAN26-T46,HIGHDAL-11JAN26,KXHIGHDAL,High temp in DAL on 2026-01-11 >= 46°F,46,2026-01-11,DAL,18,3515,settled,no,0.18,0
HIGHDAL-11JAN26-T51,HIGHDAL-11JAN26,KXHIGHDAL,High temp in DAL on 2026-01-11 >= 51°F,51,2026-01-11,DAL,41,3851,settled,no,0.41,0
HIGHDAL-11JAN26-T56,HIGHDAL-11JAN26,KXHIGHDAL,High temp in DAL on 2026-01-11 >= 56°F,56,2026-01-11,DAL,31,1447,settled,no,0.31,0
HIGHDAL-12FEB26-T40,HIGHDAL-12FEB26,KXHIGHDAL,High temp in DAL on 2026-02-12 >= 40°F,40,2026-02-12,DAL,96,1133,settled,yes,0.96,1
HIGHDAL-12FEB26-T44,HIGHDAL-12FEB26,KXHIGHDAL,High temp in DAL on 2026-02-12 >= 44°F,44,2026-02-12,DAL,85,2169,settled,yes,0.85,1
HIGHDAL-12FEB26-T50,HIGHDAL-12FEB26,KXHIGHDAL,High temp in DAL on 2026-02-12 >= 50°F,50,2026-02-12,DAL,28,3315,settled,no,0.28,0
HIGHDAL-12FEB26-T54,HIGHDAL-12FEB26,KXHIGHDAL,High temp in DAL on 2026-02-12 >= 54°F,54,2026-02-12,DAL,31,1433,settled,no,0.31,0
HIGHDAL-12FEB26-T60,HIGHDAL-12FEB26,KXHIGHDAL,High temp in DAL on 2026-02-12 >= 60°F,60,2026-02-12,DAL,40,1493,settled,no,0.4,0
HIGHDAL-12JAN26-T36,HIGHDAL-12JAN26,KXHIGHDAL,High temp in DAL on 2026-01-12 >= 36°F,36,2026-01-12,DAL,85,4674,settled,yes,0.85,1
HIGHDAL-12JAN26-T41,HIGHDAL-12JAN26,KXHIGHDAL,High temp in DAL on 2026-01-12 >= 41°F,41,2026-01-12,DAL,89,776,settled,yes,0.89,1
HIGHDAL-12JAN26-T46,HIGHDAL-12JAN26,KXHIGHDAL,High temp in DAL on 2026-01-12 >= 46°F,46,2026-01-12,DAL,99,682,settled,yes,0.99,1
HIGHDAL-12JAN26-T51,HIGHDAL-12JAN26,KXHIGHDAL,High temp in DAL on 2026-01-12 >= 51°F,51,2026-01-12,DAL,4,222,settled,no,0.04,0
HIGHDAL-12JAN26-T56,HIGHDAL-12JAN26,KXHIGHDAL,High temp in DAL on 2026-01-12 >= 56°F,56,2026-01-12,DAL,20,4935,settled,no,0.2,0
HIGHDAL-13FEB26-T40,HIGHDAL-13FEB26,KXHIGHDAL,High temp in DAL on 2026-02-13 >= 40°F,40,2026-02-13,DAL,89,4739,settled,yes,0.89,1
HIGHDAL-13FEB26-T44,HIGHDAL-13FEB26,KXHIGHDAL,High temp in DAL on 2026-02-13 >= 44°F,44,2026-02-13,DAL,75,87,settled,yes,0.75,1
HIGHDAL-13FEB26-T50,HIGHDAL-13FEB26,KXHIGHDAL,High temp in DAL on 2026-02-13 >= 50°F,50,2026-02-13,DAL,28,4987,settled,no,0.28,0
HIGHDAL-13FEB26-T54,HIGHDAL-13FEB26,KXHIGHDAL,High temp in DAL on 2026-02-13 >= 54°F,54,2026-02-13,DAL,36,1699,settled,no,0.36,0
HIGHDAL-13FEB26-T60,HIGHDAL-13FEB26,KXHIGHDAL,High temp in DAL on 2026-02-13 >= 60°F,60,2026-02-13,DAL,41,2569,settled,no,0.41,0
HIGHDAL-13JAN26-T36,HIGHDAL-13JAN26,KXHIGHDAL,High temp in DAL on 2026-01-13 >= 36°F,36,2026-01-13,DAL,64,3428,settled,yes,0.64,1
HIGHDAL-13JAN26-T41,HIGHDAL-13JAN26,KXHIGHDAL,High temp in DAL on 2026-01-13 >= 41°F,41,2026-01-13,DAL,81,4482,settled,yes,0.81,1
HIGHDAL-13JAN26-T46,HIGHDAL-13JAN26,KXHIGHDAL,High temp in DAL on 2026-01-13 >= 46°F,46,2026-01-13,DAL,90,180,settled,yes,0.9,1
HIGHDAL-13JAN26-T51,HIGHDAL-13JAN26,KXHIGHDAL,High temp in DAL on 2026-01-13 >= 51°F,51,2026-01-13,DAL,52,2015,settled,no,0.52,0
HIGHDAL-13JAN26-T56,HIGHDAL-13JAN26,KXHIGHDAL,High temp in DAL on 2026-01-13 >= 56°F,56,2026-01-13,DAL,52,1874,settled,no,0.52,0
HIGHDAL-14FEB26-T40,HIGHDAL-14FEB26,KXHIGHDAL,High temp in DAL on 2026-02-14 >= 40°F,40,2026-02-14,DAL,61,1761,settled,yes,0.61,1
HIGHDAL-14FEB26-T44,HIGHDAL-14FEB26,KXHIGHDAL,High temp in DAL on 2026-02-14 >= 44°F,44,2026-02-14,DAL,64,3253,settled,yes,0.64,1
HIGHDAL-14FEB26-T50,HIGHDAL-14FEB26,KXHIGHDAL,High temp in DAL on 2026-02-14 >= 50°F,50,2026-02-14,DAL,94,3544,settled,yes,0.94,1
HIGHDAL-14FEB26-T54,HIGHDAL-14FEB26,KXHIGHDAL,High temp in DAL on 2026-02-14 >= 54°F,54,2026-02-14,DAL,45,3585,settled,no,0.45,0
HIGHDAL-14FEB26-T60,HIGHDAL-14FEB26,KXHIGHDAL,High temp in DAL on 2026-02-14 >= 60°F,60,2026-02-14,DAL,55,4788,settled,no,0.55,0
HIGHDAL-14JAN26-T36,HIGHDAL-14JAN26,KXHIGHDAL,High temp in DAL on 2026-01-14 >= 36°F,36,2026-01-14,DAL,68,581,settled,yes,0.68,1
HIGHDAL-14JAN26-T41,HIGHDAL-14JAN26,KXHIGHDAL,High temp in DAL on 2026-01-14 >= 41°F,41,2026-01-14,DAL,74,3539,settled,yes,0.74,1
HIGHDAL-14JAN26-T46,HIGHDAL-14JAN26,KXHIGHDAL,High temp in DAL on 2026-01-14 >= 46°F,46,2026-01-14,DAL,49,2329,settled,no,0.49,0
HIGHDAL-14JAN26-T51,HIGHDAL-14JAN26,KXHIGHDAL,High temp in DAL on 2026-01-14 >= 51°F,51,2026-01-14,DAL,36,4016,settled,no,0.36,0
HIGHDAL-14JAN26-T56,HIGHDAL-14JAN26,KXHIGHDAL,High temp in DAL on 2026-01-14 >= 56°F,56,2026-01-14,DAL,46,1533,settled,no,0.46,0
HIGHDAL-15FEB26-T40,HIGHDAL-15FEB26,KXHIGHDAL,High temp in DAL on 2026-02-15 >= 40°F,40,2026-02-15,DAL,92,4825,settled,yes,0.92,1
HIGHDAL-15FEB26-T44,HIGHDAL-15FEB26,KXHIGHDAL,High temp in DAL on 2026-02-15 >= 44°F,44,2026-02-15,DAL,87,4554,settled,yes,0.87,1
HIGHDAL-15FEB26-T50,HIGHDAL-15FEB26,KXHIGHDAL,High temp in DAL on 2026-02-15 >= 50°F,50,2026-02-15,DAL,41,1011,settled,no,0.41,0
HIGHDAL-15FEB26-T54,HIGHDAL-15FEB26,KXHIGHDAL,High temp in DAL on 2026-02-15 >= 54°F,54,2026-02-15,DAL,30,2242,settled,no,0.3,0
HIGHDAL-15FEB26-T60,HIGHDAL-15FEB26,KXHIGHDAL,High temp in DAL on 2026-02-15 >= 60°F,60,2026-02-15,DAL,55,592,settled,no,0.55,0
HIGHDAL-15JAN26-T36,HIGHDAL-15JAN26,KXHIGHDAL,High temp in DAL on 2026-01-15 >= 36°F,36,2026-01-15,DAL,74,3512,settled,yes,0.74,1
HIGHDAL-15JAN26-T41,HIGHDAL-15JAN26,KXHIGHDAL,High temp in DAL on 2026-01-15 >= 41°F,41,2026-01-15,DAL,75,890,settled,yes,0.75,1
HIGHDAL-15JAN26-T46,HIGHDAL-15JAN26,KXHIGHDAL,High temp in DAL on 2026-01-15 >= 46°F,46,2026-01-15,DAL,70,3631,settled,yes,0.7,1
HIGHDAL-15JAN26-T51,HIGHDAL-15JAN26,KXHIGHDAL,High temp in DAL on 2026-01-15 >= 51°F,51,2026-01-15,DAL,39,2447,settled,no,0.39,0
HIGHDAL-15JAN26-T56,HIGHDAL-15JAN26,KXHIGHDAL,High temp in DAL on 2026-01-15 >= 56°F,56,2026-01-15,DAL,62,570,settled,no,0.62,0
HIGHDAL-16FEB26-T40,HIGHDAL-16FEB26,KXHIGHDAL,High temp in DAL on 2026-02-16 >= 40°F,40,2026-02-16,DAL,64,2047,settled,yes,0.64,1
HIGHDAL-16FEB26-T44,HIGHDAL-16FEB26,KXHIGHDAL,High temp in DAL on 2026-02-16 >= 44°F,44,2026-02-16,DAL,79,4795,settled,yes,0.79,1
HIGHDAL-16FEB26-T50,HIGHDAL-16FEB26,KXHIGHDAL,High temp in DAL on 2026-02-16 >= 50°F,50,2026-02-16,DAL,91,3601,settled,yes,0.91,1
HIGHDAL-16FEB26-T54,HIGHDAL-16FEB26,KXHIGHDAL,High temp in DAL on 2026-02-16 >= 54°F,54,2026-02-16,DAL,28,2845,settled,no,0.28,0
HIGHDAL-16FEB26-T60,HIGHDAL-16FEB26,KXHIGHDAL,High temp in DAL on 2026-02-16 >= 60°F,60,2026-02-16,DAL,40,3230,settled,no,0.4,0
HIGHDAL-16JAN26-T36,HIGHDAL-16JAN26,KXHIGHDAL,High temp in DAL on 2026-01-16 >= 36°F,36,2026-01-16,DAL,89,1559,settled,yes,0.89,1
HIGHDAL-16JAN26-T41,HIGHDAL-16JAN26,KXHIGHDAL,High temp in DAL on 2026-01-16 >= 41°F,41,2026-01-16,DAL,45,982,settled,no,0.45,0
HIGHDAL-16JAN26-T46,HIGHDAL-16JAN26,KXHIGHDAL,High temp in DAL on 2026-01-16 >= 46°F,46,2026-01-16,DAL,38,4955,settled,no,0.38,0
HIGHDAL-16JAN26-T51,HIGHDAL-16JAN26,KXHIGHDAL,High temp in DAL on 2026-01-16 >= 51°F,51,2026-01-16,DAL,30,3451,settled,no,0.3,0
HIGHDAL-16JAN26-T56,HIGHDAL-16JAN26,KXHIGHDAL,High temp in DAL on 2026-01-16 >= 56°F,56,2026-01-16,DAL,30,801,settled,no,0.3,0
HIGHDAL-17FEB26-T40,HIGHDAL-17FEB26,KXHIGHDAL,High temp in DAL on 2026-02-17 >= 40°F,40,2026-02-17,DAL,87,2980,settled,yes,0.87,1
HIGHDAL-17FEB26-T44,HIGHDAL-17FEB26,KXHIGHDAL,High temp in DAL on 2026-02-17 >= 44°F,44,2026-02-17,DAL,52,3460,settled,yes,0.52,1
HIGHDAL-17FEB26-T50,HIGHDAL-17FEB26,KXHIGHDAL,High temp in DAL on 2026-02-17 >= 50°F,50,2026-02-17,DAL,40,2502,settled,no,0.4,0
HIGHDAL-17FEB26-T54,HIGHDAL-17FEB26,KXHIGHDAL,High temp in DAL on 2026-02-17 >= 54°F,54,2026-02-17,DAL,28,4529,settled,no,0.28,0
HIGHDAL-17FEB26-T60,HIGHDAL-17FEB26,KXHIGHDAL,High temp in DAL on 2026-02-17 >= 60°F,60,2026-02-17,DAL,25,2419,settled,no,0.25,0
HIGHDAL-17JAN26-T36,HIGHDAL-17JAN26,KXHIGHDAL,High temp in DAL on 2026-01-17 >= 36°F,36,2026-01-17,DAL,79,4047,settled,yes,0.79,1
HIGHDAL-17JAN26-T41,HIGHDAL-17JAN26,KXHIGHDAL,High temp in DAL on 2026-01-17 >= 41°F,41,2026-01-17,DAL,99,1958,settled,yes,0.99,1
HIGHDAL-17JAN26-T46,HIGHDAL-17JAN26,KXHIGHDAL,High temp in DAL on 2026-01-17 >= 46°F,46,2026-01-17,DAL,83,2582,settled,yes,0.83,1
HIGHDAL-17JAN26-T51,HIGHDAL-17JAN26,KXHIGHDAL,High temp in DAL on 2026-01-17 >= 51°F,51,2026-01-17,DAL,24,4358,settled,no,0.24,0
HIGHDAL-17JAN26-T56,HIGHDAL-17JAN26,KXHIGHDAL,High temp in DAL on 2026-01-17 >= 56°F,56,2026-01-17,DAL,32,843,settled,no,0.32,0
HIGHDAL-18FEB26-T40,HIGHDAL-18FEB26,KXHIGHDAL,High temp in DAL on 2026-02-18 >= 40°F,40,2026-02-18,DAL,77,643,settled,yes,0.77,1
HIGHDAL-18FEB26-T44,HIGHDAL-18FEB26,KXHIGHDAL,High temp in DAL on 2026-02-18 >= 44°F,44,2026-02-18,DAL,92,1738,settled,yes,0.92,1
